Feasible.Guesses	Frequency	Probability	Plural	Feasible.Secrets
dicht	22161	0	0	FALSE
vices	995524	0	1	TRUE
dicky	178722	0	0	FALSE
dicot	89663	0	0	FALSE
dicta	164449	0	0	FALSE
dicts	67766	0	0	FALSE
dicty	0	0	0	FALSE
diddy	734427	0	0	FALSE
didie	0	0	0	FALSE
didos	0	0	0	FALSE
didst	335242	0	0	FALSE
diebs	0	0	0	FALSE
diels	59558	0	0	FALSE
diene	76972	0	0	FALSE
flops	997539	0	1	TRUE
zines	1006514	0	1	TRUE
dight	14372	0	0	FALSE
digit	6991045	0.58	0	TRUE
dikas	0	0	0	FALSE
diked	21369	0.00187746	0	TRUE
diker	0	0	0	FALSE
dikes	396736	0	0	FALSE
dikey	0	0	0	FALSE
dildo	20789655	0	0	TRUE
dilli	27978	0	0	FALSE
dills	48131	0	0	FALSE
dilly	161256	0.445485	0	TRUE
dimbo	0	0	0	FALSE
dimer	455104	0	0	FALSE
bends	1010930	0	1	TRUE
dimly	342692	0.58	0	TRUE
dimps	0	0	0	FALSE
dinar	3399128	0	0	TRUE
dined	290743	0.00187746	0	TRUE
diner	2261961	0.58	0	TRUE
dines	114059	0	0	FALSE
dinge	54467	0	0	FALSE
dingo	420174	0.517376	0	TRUE
dings	250449	0	0	FALSE
dingy	255349	0.58	0	TRUE
dinic	0	0	0	FALSE
dinks	36255	0	0	FALSE
dinky	426751	0.563189	0	TRUE
dinna	41912	0	0	FALSE
dinos	231419	0	0	FALSE
dints	0	0	0	FALSE
diode	1897828	0.5657	0	TRUE
diols	20219	0	0	FALSE
diota	0	0	0	FALSE
dippy	57914	0.546547	0	TRUE
dipso	22748	0	0	FALSE
diram	0	0	0	FALSE
direr	0	0	0	FALSE
dirge	384505	0.575347	0	TRUE
dirke	0	0	0	FALSE
dirks	148968	0	0	FALSE
dirls	0	0	0	FALSE
dirts	0	0	0	FALSE
dirty	16101662	0.58	0	TRUE
disas	23302	0	0	FALSE
disci	131778	0	0	FALSE
disco	7067687	0.58	0	TRUE
jocks	1014285	0	1	TRUE
dishy	28360	0.563893	0	TRUE
limos	1015393	0	1	TRUE
disme	0	0	0	FALSE
dital	0	0	0	FALSE
ditas	0	0	0	FALSE
ditch	2373753	0.58	0	TRUE
dited	0	0	0	FALSE
dites	32374	0	0	FALSE
ditsy	21172	0.565332	0	TRUE
ditto	1386002	0.576579	0	TRUE
ditts	0	0	0	FALSE
ditty	281979	0.578233	0	TRUE
ditzy	66065	0.56328	0	TRUE
divan	457821	0.559253	0	TRUE
evils	1015737	0	1	TRUE
dived	261166	0.00187746	0	TRUE
diver	2452406	0.58	0	TRUE
reeds	1021880	0	1	TRUE
divis	56674	0	0	FALSE
divna	0	0	0	FALSE
divos	0	0	0	FALSE
divot	129847	0.556792	0	TRUE
divvy	33136	0.572796	0	TRUE
diwan	119704	0	0	FALSE
dixie	2920964	0	0	TRUE
dixit	322848	0	0	FALSE
diyas	22839	0	0	FALSE
dizen	0	0	0	FALSE
dizzy	1424316	0.58	0	TRUE
djinn	187307	0	0	FALSE
djins	0	0	0	FALSE
doabs	0	0	0	FALSE
doats	0	0	0	FALSE
dobby	161122	0	0	FALSE
dobes	0	0	0	FALSE
dobie	162980	0	0	FALSE
dobla	0	0	0	FALSE
dobra	295948	0	0	FALSE
dobro	299212	0	0	FALSE
docht	0	0	0	FALSE
sores	1024935	0	1	TRUE
docos	0	0	0	FALSE
docus	0	0	0	FALSE
doddy	15957	0	0	FALSE
dodge	14768509	0.58	0	TRUE
dodgy	571643	0.579206	0	TRUE
dodos	19185	0	0	FALSE
doeks	0	0	0	FALSE
doers	263783	0	0	FALSE
doest	59645	0	0	FALSE
doeth	127016	0	0	FALSE
doffs	0	0	0	FALSE
dogan	78198	0	0	FALSE
doges	19033	0	0	FALSE
dogey	0	0	0	FALSE
doggo	0	0	0	FALSE
doggy	1048362	0.573787	0	TRUE
dogie	0	0	0	FALSE
dogma	1016614	0.58	0	TRUE
dohyo	0	0	0	FALSE
doilt	0	0	0	FALSE
doily	131677	0.541399	0	TRUE
doing	80821946	0.58	0	TRUE
doits	0	0	0	FALSE
dojos	34797	0	0	FALSE
dolce	2283881	0	0	TRUE
dolci	102168	0	0	FALSE
doled	78428	0.00187746	0	TRUE
doles	76967	0	0	FALSE
dolia	0	0	0	FALSE
coles	1034873	0	1	TRUE
dolly	2266400	0.5683	0	TRUE
dolma	21677	0	0	FALSE
dolor	703247	0	0	FALSE
dolos	0	0	0	FALSE
dolts	28809	0	0	FALSE
domal	0	0	0	FALSE
domed	441740	0.58	0	TRUE
clits	1037485	0	1	TRUE
domic	0	0	0	FALSE
donah	0	0	0	FALSE
donas	22823	0	0	FALSE
donee	106741	0	0	FALSE
doner	60734	0	0	FALSE
donga	37549	0	0	FALSE
dongs	381527	0	0	FALSE
donko	0	0	0	FALSE
donna	8058734	0	0	TRUE
donne	720360	0	0	FALSE
donny	627077	0	0	FALSE
donor	7096675	0.58	0	TRUE
donsy	0	0	0	FALSE
donut	836168	0.58	0	TRUE
doobs	0	0	0	FALSE
dooce	268785	0	0	FALSE
doody	189463	0	0	FALSE
dooks	44077	0	0	FALSE
doole	21883	0	0	FALSE
dools	31626	0	0	FALSE
dooly	62871	0	0	FALSE
dooms	99351	0	0	FALSE
doomy	24436	0	0	FALSE
doona	43477	0	0	FALSE
doorn	51985	0	0	FALSE
divas	1047835	0	1	TRUE
doozy	75350	0.575158	0	TRUE
dopas	0	0	0	FALSE
doped	646161	0.00187746	0	TRUE
doper	13398	0.517376	0	TRUE
dopes	42277	0	0	FALSE
dopey	169040	0.579771	0	TRUE
dorad	0	0	0	FALSE
dorba	0	0	0	FALSE
dorbs	0	0	0	FALSE
doree	20227	0	0	FALSE
dores	51709	0	0	FALSE
doric	123724	0	0	FALSE
doris	2132988	0	0	TRUE
dorks	146028	0	0	FALSE
dorky	153891	0.572284	0	TRUE
dorms	464581	0	0	FALSE
dormy	22337	0	0	FALSE
dorps	0	0	0	FALSE
dorrs	0	0	0	FALSE
dorsa	0	0	0	FALSE
dorse	0	0	0	FALSE
dorts	0	0	0	FALSE
dorty	0	0	0	FALSE
dosai	0	0	0	FALSE
dosas	13105	0	0	FALSE
dosed	197560	0.00187746	0	TRUE
doseh	0	0	0	FALSE
doser	38761	0	0	FALSE
crabs	1055615	0	1	TRUE
dosha	43861	0	0	FALSE
dotal	0	0	0	FALSE
doted	31799	0.00187746	0	TRUE
doter	0	0	0	FALSE
dotes	31347	0	0	FALSE
dotty	234104	0.567053	0	TRUE
douar	16014	0	0	FALSE
doubt	20311261	0.58	0	TRUE
douce	152874	0	0	FALSE
doucs	0	0	0	FALSE
dough	3032657	0.58	0	TRUE
douks	0	0	0	FALSE
doula	220543	0.562244	0	TRUE
douma	34906	0	0	FALSE
doums	0	0	0	FALSE
doups	0	0	0	FALSE
doura	0	0	0	FALSE
douse	82837	0.579946	0	TRUE
douts	0	0	0	FALSE
doved	0	0	0	FALSE
doven	0	0	0	FALSE
dover	5683356	0	0	TRUE
expos	1056760	0	1	TRUE
dovie	23016	0	0	FALSE
dowar	0	0	0	FALSE
dowds	14201	0	0	FALSE
dowdy	161797	0.58	0	TRUE
dowed	0	0	0	FALSE
dowel	285802	0.531888	0	TRUE
dower	181025	0	0	FALSE
dowie	52916	0	0	FALSE
dowle	0	0	0	FALSE
dowls	0	0	0	FALSE
dowly	0	0	0	FALSE
downa	0	0	0	FALSE
dykes	1060752	0	1	TRUE
downy	288639	0.567547	0	TRUE
dowps	0	0	0	FALSE
dowry	275011	0.572662	0	TRUE
dowse	52031	0.0324313	0	TRUE
dowts	0	0	0	FALSE
doxed	0	0	0	FALSE
doxes	0	0	0	FALSE
doxie	49093	0	0	FALSE
doyen	74532	0	0	FALSE
doyly	0	0	0	FALSE
dozed	91195	0.00187746	0	TRUE
dozen	9776227	0.58	0	TRUE
dozer	275217	0.395798	0	TRUE
dozes	17178	0	0	FALSE
drabs	16675	0	0	FALSE
drack	0	0	0	FALSE
draco	688044	0	0	FALSE
draff	0	0	0	FALSE
draft	35033621	0.58	0	TRUE
piers	1061175	0	1	TRUE
drail	0	0	0	FALSE
drain	6411642	0.58	0	TRUE
drake	4373046	0.481494	0	TRUE
drama	20939845	0.58	0	TRUE
drams	136033	0	0	FALSE
drank	1777243	0.58	0	TRUE
drant	0	0	0	FALSE
drape	484861	0.58	0	TRUE
draps	16206	0	0	FALSE
drats	0	0	0	FALSE
drave	51731	0	0	FALSE
drawl	112289	0.58	0	TRUE
drawn	14827380	0.58	0	TRUE
swans	1063572	0	1	TRUE
drays	57222	0	0	FALSE
dread	1649823	0.58	0	TRUE
dream	33518573	0.58	0	TRUE
drear	40377	0	0	FALSE
dreck	76098	0.550115	0	TRUE
dreed	0	0	0	FALSE
dreer	0	0	0	FALSE
drees	74159	0	0	FALSE
dregs	175993	0	0	FALSE
dreks	0	0	0	FALSE
drent	0	0	0	FALSE
drere	0	0	0	FALSE
dress	27318959	0.58	0	TRUE
drest	13039	0	0	FALSE
dreys	0	0	0	FALSE
dribs	0	0	0	FALSE
drice	0	0	0	FALSE
dried	6331606	0.58	0	TRUE
drier	679179	0.58	0	TRUE
dries	894704	0	0	FALSE
drift	3889505	0.58	0	TRUE
drill	8248787	0.58	0	TRUE
drily	27603	0	0	FALSE
drink	29254937	0.58	0	TRUE
drips	303778	0	0	FALSE
dript	0	0	0	FALSE
drive	107799371	0.58	0	TRUE
droid	469988	0.537365	0	TRUE
droil	0	0	0	FALSE
droit	750988	0.537365	0	TRUE
droke	15401	0	0	FALSE
drole	24936	0	0	FALSE
droll	196087	0.58	0	TRUE
drome	145557	0	0	FALSE
drone	725818	0.58	0	TRUE
drony	0	0	0	FALSE
droob	0	0	0	FALSE
droog	35894	0	0	FALSE
drook	0	0	0	FALSE
drool	539170	0.58	0	TRUE
droop	156194	0.58	0	TRUE
dives	1066624	0	1	TRUE
dropt	16010	0	0	FALSE
dross	154345	0.563098	0	TRUE
drouk	0	0	0	FALSE
drove	5545848	0.58	0	TRUE
drown	1156106	0.58	0	TRUE
drows	0	0	0	FALSE
drubs	16611	0	0	FALSE
typos	1067335	0	1	TRUE
druid	1160196	0.523349	0	TRUE
lends	1069614	0	1	TRUE
drunk	10519219	0.58	0	TRUE
drupe	13260	0	0	FALSE
druse	23371	0	0	FALSE
drusy	0	0	0	FALSE
druxy	0	0	0	FALSE
dryad	119314	0	0	FALSE
dryas	44723	0	0	FALSE
dryer	5592001	0.58	0	TRUE
dryly	96792	0.58	0	TRUE
dsobo	0	0	0	FALSE
dsomo	0	0	0	FALSE
duads	0	0	0	FALSE
duals	255075	0	0	FALSE
duans	0	0	0	FALSE
duars	0	0	0	FALSE
dubbo	361978	0	0	FALSE
ducal	141276	0	0	FALSE
ducat	39914	0.0324313	0	TRUE
duces	142487	0	0	FALSE
duchy	339003	0.538235	0	TRUE
leaps	1070198	0	1	TRUE
ducky	471241	0.533512	0	TRUE
trims	1070444	0	1	TRUE
duddy	64868	0	0	FALSE
duded	0	0	0	FALSE
moons	1073540	0	1	TRUE
duels	212809	0	0	FALSE
vibes	1073710	0	1	TRUE
duett	16335	0	0	FALSE
duffs	137632	0	0	FALSE
dufus	26201	0	0	FALSE
duing	0	0	0	FALSE
duits	51993	0	0	FALSE
dukas	35678	0	0	FALSE
duked	0	0.00187746	0	TRUE
dents	1075764	0	1	TRUE
dukka	0	0	0	FALSE
dulce	638505	0	0	FALSE
dules	0	0	0	FALSE
dulia	0	0	0	FALSE
dulls	36301	0	0	FALSE
dully	66436	0.562821	0	TRUE
dulse	32611	0	0	FALSE
dumas	842623	0	0	FALSE
dumbo	357766	0	0	FALSE
dumbs	0	0	0	FALSE
dumka	16420	0	0	FALSE
dumky	0	0	0	FALSE
dummy	3230609	0.58	0	TRUE
stubs	1076600	0	1	TRUE
dumpy	88067	0.567607	0	TRUE
dunam	0	0	0	FALSE
dunce	112570	0.561003	0	TRUE
dunch	0	0	0	FALSE
safes	1079012	0	1	TRUE
dungs	0	0	0	FALSE
dungy	161356	0	0	FALSE
dunks	214757	0	0	FALSE
dunno	1917052	0	0	TRUE
dunny	75014	0	0	FALSE
dunsh	0	0	0	FALSE
dunts	0	0	0	FALSE
duomi	0	0	0	FALSE
duomo	291121	0	0	FALSE
duped	319795	0.00187746	0	TRUE
duper	293268	0	0	FALSE
dupes	123989	0	0	FALSE
duple	29199	0	0	FALSE
duply	0	0	0	FALSE
duppy	14299	0	0	FALSE
dural	162445	0	0	FALSE
duras	98445	0	0	FALSE
dured	0	0	0	FALSE
dures	155000	0	0	FALSE
durgy	0	0	0	FALSE
durns	0	0	0	FALSE
duroc	29926	0	0	FALSE
duros	35849	0	0	FALSE
duroy	0	0	0	FALSE
durra	0	0	0	FALSE
durrs	0	0	0	FALSE
durry	0	0	0	FALSE
durst	407334	0	0	FALSE
durum	192040	0	0	FALSE
durzi	0	0	0	FALSE
dusks	0	0	0	FALSE
dusky	390563	0.58	0	TRUE
dusts	237576	0	0	FALSE
dusty	2339959	0.58	0	TRUE
dutch	19000979	0.49208	0	TRUE
duvet	1567578	0.574738	0	TRUE
duxes	0	0	0	FALSE
dwaal	0	0	0	FALSE
dwale	0	0	0	FALSE
dwalm	0	0	0	FALSE
dwams	0	0	0	FALSE
dwang	0	0	0	FALSE
dwarf	3072068	0.58	0	TRUE
dwaum	0	0	0	FALSE
dweeb	58921	0.530743	0	TRUE
dwell	2014411	0.58	0	TRUE
dwelt	512083	0.569403	0	TRUE
dwile	0	0	0	FALSE
dwine	0	0	0	FALSE
dyads	71474	0	0	FALSE
dyers	89927	0	0	FALSE
dying	9123557	0.58	0	TRUE
dyked	0	0	0	FALSE
minis	1087516	0	1	TRUE
dykey	0	0	0	FALSE
dykon	0	0	0	FALSE
dynel	0	0	0	FALSE
dynes	68914	0	0	FALSE
dzhos	0	0	0	FALSE
eager	4175668	0.58	0	TRUE
eagle	16785232	0.58	0	TRUE
eagre	0	0	0	FALSE
ealed	0	0	0	FALSE
eales	68801	0	0	FALSE
eaned	0	0	0	FALSE
eards	28115	0	0	FALSE
eared	513815	0.00187746	0	TRUE
brits	1089837	0	1	TRUE
early	100013194	0.58	0	TRUE
swaps	1097437	0	1	TRUE
earnt	26843	0	0	FALSE
earst	0	0	0	FALSE
earth	61059905	0.58	0	TRUE
eased	702343	0.00187746	0	TRUE
easel	791426	0.58	0	TRUE
easer	20995	0	0	FALSE
heats	1105492	0	1	TRUE
easle	0	0	0	FALSE
easts	40013	0	0	FALSE
eaten	3412832	0.58	0	TRUE
eater	1702828	0.58	0	TRUE
eathe	0	0	0	FALSE
eaved	0	0	0	FALSE
eaves	449278	0	0	FALSE
ebbed	51173	0.00187746	0	TRUE
ebbet	0	0	0	FALSE
ebons	0	0	0	FALSE
ebony	14831025	0.58	0	TRUE
ebook	9558308	0.507534	0	TRUE
ecads	27731	0	0	FALSE
eched	0	0	0	FALSE
eches	0	0	0	FALSE
echos	174213	0	0	FALSE
eclat	123738	0.519207	0	TRUE
ecrus	0	0	0	FALSE
edema	873634	0.560216	0	TRUE
edged	1568009	0.00187746	0	TRUE
edger	173335	0.403969	0	TRUE
pears	1105539	0	1	TRUE
edict	382916	0.58	0	TRUE
edify	69341	0.53403	0	TRUE
edile	0	0	0	FALSE
aches	1116644	0	1	TRUE
educe	0	0.0117792	0	TRUE
educt	0	0	0	FALSE
eejit	0	0	0	FALSE
eensy	0	0	0	FALSE
eerie	772484	0.58	0	TRUE
eeven	0	0	0	FALSE
eevns	0	0	0	FALSE
effed	0	0	0	FALSE
egads	41819	0	0	FALSE
egers	0	0	0	FALSE
egest	0	0	0	FALSE
eggar	29112	0	0	FALSE
egged	65964	0.00187746	0	TRUE
egger	156232	0	0	FALSE
egmas	0	0	0	FALSE
egret	394773	0.554873	0	TRUE
ehing	0	0	0	FALSE
eider	128336	0.45392	0	TRUE
eidos	538029	0	0	FALSE
eight	32567724	0.58	0	TRUE
eigne	0	0	0	FALSE
eiked	0	0	0	FALSE
eikon	18345	0	0	FALSE
eilds	0	0	0	FALSE
eisel	18365	0	0	FALSE
eject	935010	0.58	0	TRUE
ejido	49671	0	0	FALSE
eking	26695	0.573521	0	TRUE
ekkas	0	0	0	FALSE
elain	17472	0	0	FALSE
eland	155343	0	0	FALSE
elans	0	0	0	FALSE
elate	16161	0.430413	0	TRUE
elbow	3484326	0.58	0	TRUE
elchi	0	0	0	FALSE
elder	7299470	0.58	0	TRUE
eldin	28334	0	0	FALSE
elect	5748899	0.58	0	TRUE
elegy	295636	0.58	0	TRUE
elemi	0	0	0	FALSE
elfed	0	0	0	FALSE
elfin	168528	0.574532	0	TRUE
eliad	24261	0	0	FALSE
elide	23795	0.554352	0	TRUE
elint	21266	0	0	FALSE
elite	12673836	0.58	0	TRUE
elmen	0	0	0	FALSE
eloge	27904	0	0	FALSE
elogy	0	0	0	FALSE
eloin	0	0	0	FALSE
elope	74984	0.554873	0	TRUE
elops	0	0	0	FALSE
elpee	0	0	0	FALSE
elsin	0	0	0	FALSE
elude	215496	0.58	0	TRUE
elute	39723	0	0	FALSE
elvan	0	0	0	FALSE
elven	543019	0	0	FALSE
elver	0	0	0	FALSE
elves	1375481	0	0	TRUE
emacs	5697594	0	0	TRUE
email	443949646	0.58	0	TRUE
embar	23437	0	0	FALSE
embay	0	0	0	FALSE
embed	1217930	0.58	0	TRUE
ember	488846	0.58	0	TRUE
embog	0	0	0	FALSE
embow	0	0	0	FALSE
embox	0	0	0	FALSE
embus	0	0	0	FALSE
emcee	294621	0.560445	0	TRUE
emeer	0	0	0	FALSE
emend	47283	0	0	FALSE
emerg	349219	0	0	FALSE
emery	1251050	0.516417	0	TRUE
emeus	0	0	0	FALSE
emics	0	0	0	FALSE
emirs	0	0	0	FALSE
nests	1141883	0	1	TRUE
emmas	18069	0	0	FALSE
emmer	71525	0	0	FALSE
emmet	439231	0	0	FALSE
emmew	0	0	0	FALSE
emmys	127878	0	0	FALSE
emoji	0	0.58	0	TRUE
emong	0	0	0	FALSE
emote	168497	0.565332	0	TRUE
emove	0	0	0	FALSE
empts	24450	0	0	FALSE
empty	26206017	0.58	0	TRUE
emule	1826567	0	0	TRUE
emure	0	0	0	FALSE
emyde	0	0	0	FALSE
emyds	0	0	0	FALSE
enact	1263603	0.58	0	TRUE
enarm	0	0	0	FALSE
enate	15204	0	0	FALSE
ended	32588866	0.00187746	0	TRUE
ender	568591	0	0	FALSE
endew	0	0	0	FALSE
endow	195844	0.578834	0	TRUE
endue	0	0	0	FALSE
enema	1329511	0.547374	0	TRUE
enemy	14084182	0.58	0	TRUE
enews	898806	0	0	FALSE
enfix	0	0	0	FALSE
eniac	74400	0	0	FALSE
enjoy	50141455	0.58	0	TRUE
enlit	0	0	0	FALSE
enmew	0	0	0	FALSE
ennog	0	0	0	FALSE
ennui	145576	0.58	0	TRUE
enoki	23208	0	0	FALSE
enols	0	0	0	FALSE
enorm	26155	0	0	FALSE
enows	0	0	0	FALSE
enrol	878274	0	0	FALSE
ensew	0	0	0	FALSE
ensky	0	0	0	FALSE
ensue	347067	0.58	0	TRUE
enter	119394206	0.58	0	TRUE
entia	0	0	0	FALSE
entry	80717798	0.58	0	TRUE
enure	0	0	0	FALSE
enurn	0	0	0	FALSE
envoi	87197	0	0	FALSE
envoy	1574245	0.58	0	TRUE
enzym	0	0	0	FALSE
eorls	0	0	0	FALSE
eosin	81179	0	0	FALSE
epact	52857	0	0	FALSE
epees	0	0	0	FALSE
ephah	23285	0	0	FALSE
ephas	0	0	0	FALSE
ephod	39569	0	0	FALSE
ephor	0	0	0	FALSE
epics	462834	0	0	FALSE
epoch	1680235	0.58	0	TRUE
epode	0	0	0	FALSE
epopt	0	0	0	FALSE
epoxy	1908076	0.573214	0	TRUE
epris	0	0	0	FALSE
equal	34832354	0.58	0	TRUE
eques	0	0	0	FALSE
equid	0	0	0	FALSE
equip	4044391	0.58	0	TRUE
erase	3086642	0.58	0	TRUE
erbia	0	0	0	FALSE
erect	2057313	0.58	0	TRUE
erevs	0	0	0	FALSE
ergon	100011	0	0	FALSE
ergos	0	0	0	FALSE
ergot	101361	0	0	FALSE
erhus	0	0	0	FALSE
erica	2307054	0	0	TRUE
erick	626971	0	0	FALSE
erics	45651	0	0	FALSE
ering	115156	0	0	FALSE
erned	13864	0	0	FALSE
ernes	0	0	0	FALSE
erode	774411	0.58	0	TRUE
erose	0	0	0	FALSE
erred	943538	0.00187746	0	TRUE
error	89396475	0.58	0	TRUE
erses	0	0	0	FALSE
eruct	0	0	0	FALSE
erugo	0	0	0	FALSE
erupt	300083	0.58	0	TRUE
eruvs	0	0	0	FALSE
erven	23279	0	0	FALSE
ervil	0	0	0	FALSE
escar	0	0	0	FALSE
escot	0	0	0	FALSE
esile	0	0	0	FALSE
eskar	0	0	0	FALSE
esker	272809	0	0	FALSE
esnes	0	0	0	FALSE
essay	11750312	0.58	0	TRUE
esses	74013	0	0	FALSE
ester	1581770	0.449842	0	TRUE
estoc	0	0	0	FALSE
estop	14849	0	0	FALSE
estro	37611	0	0	FALSE
etage	41383	0	0	FALSE
etape	38928	0	0	FALSE
etats	337234	0	0	FALSE
etens	0	0	0	FALSE
ethal	0	0	0	FALSE
ether	1877315	0.58	0	TRUE
ethic	1333320	0.58	0	TRUE
ethne	23360	0	0	FALSE
ethos	946491	0.58	0	TRUE
ethyl	1339385	0.538657	0	TRUE
etics	0	0	0	FALSE
etnas	0	0	0	FALSE
ettin	0	0	0	FALSE
ettle	0	0	0	FALSE
etude	338721	0.556023	0	TRUE
etuis	0	0	0	FALSE
etwee	0	0	0	FALSE
etyma	0	0	0	FALSE
eughs	0	0	0	FALSE
euked	0	0	0	FALSE
eupad	0	0	0	FALSE
overs	1143660	0	1	TRUE
eusol	0	0	0	FALSE
evade	605626	0.58	0	TRUE
evens	223759	0	0	FALSE
event	125515260	0.58	0	TRUE
evert	249660	0.0117792	0	TRUE
every	189325890	0.58	0	TRUE
evets	0	0	0	FALSE
evhoe	0	0	0	FALSE
evict	211591	0.58	0	TRUE
altos	1143776	0	1	TRUE
evite	4214149	0	0	TRUE
evohe	0	0	0	FALSE
evoke	804417	0.58	0	TRUE
ewers	48288	0	0	FALSE
ewest	0	0	0	FALSE
ewhow	0	0	0	FALSE
ewked	0	0	0	FALSE
exact	22304937	0.58	0	TRUE
exalt	193526	0.568736	0	TRUE
dudes	1144089	0	1	TRUE
excel	14133468	0.58	0	TRUE
exeat	0	0	0	FALSE
gusts	1147366	0	1	TRUE
exeem	31485	0	0	FALSE
exeme	0	0	0	FALSE
exert	1109622	0.58	0	TRUE
exfil	0	0	0	FALSE
exies	96019	0	0	FALSE
exile	2801261	0.58	0	TRUE
exine	0	0	0	FALSE
exing	0	0	0	FALSE
exist	25349128	0.58	0	TRUE
idols	1147911	0	1	TRUE
exode	0	0	0	FALSE
exome	0	0	0	FALSE
exons	434997	0	0	FALSE
expat	2324561	0.58	0	TRUE
expel	467751	0.58	0	TRUE
pleas	1150940	0	1	TRUE
extol	149713	0.58	0	TRUE
extra	59377307	0.58	0	TRUE
exude	141931	0.58	0	TRUE
exuls	0	0	0	FALSE
exult	151420	0.566331	0	TRUE
exurb	0	0.548421	0	TRUE
eyass	0	0	0	FALSE
eyers	0	0	0	FALSE
eying	31044	0.562342	0	TRUE
eyots	0	0	0	FALSE
eyras	0	0	0	FALSE
eyres	32122	0	0	FALSE
eyrie	57520	0	0	FALSE
eyrir	0	0	0	FALSE
ezine	3149621	0	0	TRUE
fabby	0	0	0	FALSE
fable	1678751	0.58	0	TRUE
faced	9938155	0.00187746	0	TRUE
facer	53232	0	0	FALSE
bangs	1154062	0	1	TRUE
facet	1221287	0.58	0	TRUE
facia	351671	0	0	FALSE
facta	71109	0	0	FALSE
flaps	1163036	0	1	TRUE
faddy	0	0	0	FALSE
faded	1899648	0.00187746	0	TRUE
fader	461088	0.403969	0	TRUE
slows	1163999	0	1	TRUE
fadge	0	0	0	FALSE
fados	0	0	0	FALSE
faena	0	0	0	FALSE
faery	339469	0	0	FALSE
faffs	0	0	0	FALSE
faffy	0	0	0	FALSE
faggy	13682	0	0	FALSE
fagin	102331	0	0	FALSE
fagot	27790	0	0	FALSE
faiks	0	0	0	FALSE
lures	1164163	0	1	TRUE
faine	23695	0	0	FALSE
fains	0	0	0	FALSE
faint	2565744	0.58	0	TRUE
licks	1166907	0	1	TRUE
fairy	6435300	0.58	0	TRUE
faith	35936559	0.58	0	TRUE
faked	444208	0.00187746	0	TRUE
faker	62739	0.538657	0	TRUE
colds	1175947	0	1	TRUE
fakey	0	0	0	FALSE
fakie	33214	0	0	FALSE
fakir	68147	0.430413	0	TRUE
falaj	0	0	0	FALSE
ticks	1184410	0	1	TRUE
false	0	0	0	FALSE
famed	1319098	0.58	0	TRUE
fames	77940	0	0	FALSE
fanal	0	0	0	FALSE
fancy	8777135	0.58	0	TRUE
fands	0	0	0	FALSE
fanes	0	0	0	FALSE
fanga	0	0	0	FALSE
fango	19896	0	0	FALSE
fangs	347216	0	0	FALSE
fanks	0	0	0	FALSE
fanon	90753	0	0	FALSE
fanos	0	0	0	FALSE
fanum	0	0	0	FALSE
faqir	14600	0	0	FALSE
farad	96545	0	0	FALSE
farce	727546	0.58	0	TRUE
farci	0	0	0	FALSE
farcy	0	0	0	FALSE
fards	61736	0	0	FALSE
fared	454064	0.00187746	0	TRUE
farer	0	0	0	FALSE
zeros	1194886	0	1	TRUE
farle	0	0	0	FALSE
farls	0	0	0	FALSE
hanks	1199778	0	1	TRUE
faros	27882	0	0	FALSE
farro	14425	0	0	FALSE
farse	0	0	0	FALSE
farts	325011	0	0	FALSE
fasci	0	0	0	FALSE
fasti	28179	0	0	FALSE
fasts	144307	0	0	FALSE
fatal	6779744	0.58	0	TRUE
fated	427996	0.00187746	0	TRUE
dumps	1200377	0	1	TRUE
fatly	0	0	0	FALSE
fatso	78585	0	0	FALSE
fatty	5363547	0.58	0	TRUE
fatwa	347937	0.578083	0	TRUE
faugh	0	0	0	FALSE
fauld	0	0	0	FALSE
fault	13112664	0.58	0	TRUE
fauna	2298940	0.58	0	TRUE
fauns	76451	0	0	FALSE
faurd	0	0	0	FALSE
fauts	0	0	0	FALSE
fauve	26199	0	0	FALSE
favas	0	0	0	FALSE
favel	0	0	0	FALSE
faver	13674	0	0	FALSE
kites	1202129	0	1	TRUE
favor	11867822	0.58	0	TRUE
favus	0	0	0	FALSE
fawns	74673	0	0	FALSE
fawny	0	0	0	FALSE
faxed	930853	0.00187746	0	TRUE
faxes	3386604	0	0	TRUE
fayed	67037	0	0	FALSE
fayer	17406	0	0	FALSE
fayne	0	0	0	FALSE
fayre	249513	0	0	FALSE
fazed	102487	0.00187746	0	TRUE
fazes	0	0	0	FALSE
feals	0	0	0	FALSE
feare	38620	0	0	FALSE
deans	1202452	0	1	TRUE
feart	0	0	0	FALSE
fease	0	0	0	FALSE
feast	4166016	0.58	0	TRUE
liars	1207786	0	1	TRUE
feaze	0	0	0	FALSE
fecal	1032064	0.577529	0	TRUE
feces	639441	0.557469	0	TRUE
fecht	0	0	0	FALSE
fecit	28147	0	0	FALSE
fecks	0	0	0	FALSE
fedex	4153858	0	0	TRUE
feebs	0	0	0	FALSE
yarns	1211638	0	1	TRUE
gurus	1217822	0	1	TRUE
feens	0	0	0	FALSE
feers	0	0	0	FALSE
feese	13589	0	0	FALSE
feeze	0	0	0	FALSE
fehme	0	0	0	FALSE
feign	116753	0.576844	0	TRUE
feint	86983	0.571736	0	TRUE
feist	351412	0	0	FALSE
felch	29748	0	0	FALSE
felid	0	0	0	FALSE
fella	639391	0.571996	0	TRUE
fells	252935	0	0	FALSE
felly	98609	0	0	FALSE
felon	392714	0.58	0	TRUE
