Feasible.Guesses	Frequency	Probability	Plural	Feasible.Secrets
dower	181025	0	0	FALSE
dowie	52916	0	0	FALSE
dykes	1060752	0	1	TRUE
downy	288639	0.567547	0	TRUE
dowry	275011	0.572662	0	TRUE
dowse	52031	0.0324313	0	TRUE
doxie	49093	0	0	FALSE
doyen	74532	0	0	FALSE
dozed	91195	0.00187746	0	TRUE
dozen	9776227	0.58	0	TRUE
dozer	275217	0.395798	0	TRUE
dozes	17178	0	0	FALSE
drabs	16675	0	0	FALSE
draco	688044	0	0	FALSE
draft	35033621	0.58	0	TRUE
piers	1061175	0	1	TRUE
drain	6411642	0.58	0	TRUE
drake	4373046	0.481494	0	TRUE
drama	20939845	0.58	0	TRUE
drams	136033	0	0	FALSE
drank	1777243	0.58	0	TRUE
drape	484861	0.58	0	TRUE
draps	16206	0	0	FALSE
drave	51731	0	0	FALSE
drawl	112289	0.58	0	TRUE
drawn	14827380	0.58	0	TRUE
swans	1063572	0	1	TRUE
drays	57222	0	0	FALSE
dread	1649823	0.58	0	TRUE
dream	33518573	0.58	0	TRUE
drear	40377	0	0	FALSE
dreck	76098	0.550115	0	TRUE
drees	74159	0	0	FALSE
dregs	175993	0	0	FALSE
dress	27318959	0.58	0	TRUE
drest	13039	0	0	FALSE
dried	6331606	0.58	0	TRUE
drier	679179	0.58	0	TRUE
dries	894704	0	0	FALSE
drift	3889505	0.58	0	TRUE
drill	8248787	0.58	0	TRUE
drily	27603	0	0	FALSE
drink	29254937	0.58	0	TRUE
drips	303778	0	0	FALSE
drive	107799371	0.58	0	TRUE
droid	469988	0.537365	0	TRUE
droit	750988	0.537365	0	TRUE
droke	15401	0	0	FALSE
drole	24936	0	0	FALSE
droll	196087	0.58	0	TRUE
drome	145557	0	0	FALSE
drone	725818	0.58	0	TRUE
droog	35894	0	0	FALSE
drool	539170	0.58	0	TRUE
droop	156194	0.58	0	TRUE
dives	1066624	0	1	TRUE
dropt	16010	0	0	FALSE
dross	154345	0.563098	0	TRUE
drove	5545848	0.58	0	TRUE
drown	1156106	0.58	0	TRUE
drubs	16611	0	0	FALSE
typos	1067335	0	1	TRUE
druid	1160196	0.523349	0	TRUE
lends	1069614	0	1	TRUE
drunk	10519219	0.58	0	TRUE
drupe	13260	0	0	FALSE
druse	23371	0	0	FALSE
dryad	119314	0	0	FALSE
dryas	44723	0	0	FALSE
dryer	5592001	0.58	0	TRUE
dryly	96792	0.58	0	TRUE
duals	255075	0	0	FALSE
dubbo	361978	0	0	FALSE
ducal	141276	0	0	FALSE
ducat	39914	0.0324313	0	TRUE
duces	142487	0	0	FALSE
duchy	339003	0.538235	0	TRUE
leaps	1070198	0	1	TRUE
ducky	471241	0.533512	0	TRUE
trims	1070444	0	1	TRUE
duddy	64868	0	0	FALSE
moons	1073540	0	1	TRUE
duels	212809	0	0	FALSE
vibes	1073710	0	1	TRUE
duett	16335	0	0	FALSE
duffs	137632	0	0	FALSE
dufus	26201	0	0	FALSE
duits	51993	0	0	FALSE
dukas	35678	0	0	FALSE
duked	0	0.00187746	0	TRUE
dents	1075764	0	1	TRUE
dulce	638505	0	0	FALSE
dulls	36301	0	0	FALSE
dully	66436	0.562821	0	TRUE
dulse	32611	0	0	FALSE
dumas	842623	0	0	FALSE
dumbo	357766	0	0	FALSE
dumka	16420	0	0	FALSE
dummy	3230609	0.58	0	TRUE
stubs	1076600	0	1	TRUE
dumpy	88067	0.567607	0	TRUE
dunce	112570	0.561003	0	TRUE
safes	1079012	0	1	TRUE
dungy	161356	0	0	FALSE
dunks	214757	0	0	FALSE
dunno	1917052	0	0	TRUE
dunny	75014	0	0	FALSE
duomo	291121	0	0	FALSE
duped	319795	0.00187746	0	TRUE
duper	293268	0	0	FALSE
dupes	123989	0	0	FALSE
duple	29199	0	0	FALSE
duppy	14299	0	0	FALSE
dural	162445	0	0	FALSE
duras	98445	0	0	FALSE
dures	155000	0	0	FALSE
duroc	29926	0	0	FALSE
duros	35849	0	0	FALSE
durum	192040	0	0	FALSE
dusky	390563	0.58	0	TRUE
dusts	237576	0	0	FALSE
dusty	2339959	0.58	0	TRUE
dutch	19000979	0.49208	0	TRUE
duvet	1567578	0.574738	0	TRUE
dwarf	3072068	0.58	0	TRUE
dweeb	58921	0.530743	0	TRUE
dwell	2014411	0.58	0	TRUE
dwelt	512083	0.569403	0	TRUE
dyads	71474	0	0	FALSE
dyers	89927	0	0	FALSE
dying	9123557	0.58	0	TRUE
minis	1087516	0	1	TRUE
dynes	68914	0	0	FALSE
eager	4175668	0.58	0	TRUE
eagle	16785232	0.58	0	TRUE
eales	68801	0	0	FALSE
eards	28115	0	0	FALSE
eared	513815	0.00187746	0	TRUE
brits	1089837	0	1	TRUE
early	100013194	0.58	0	TRUE
swaps	1097437	0	1	TRUE
earnt	26843	0	0	FALSE
earth	61059905	0.58	0	TRUE
eased	702343	0.00187746	0	TRUE
easel	791426	0.58	0	TRUE
easer	20995	0	0	FALSE
heats	1105492	0	1	TRUE
easts	40013	0	0	FALSE
eaten	3412832	0.58	0	TRUE
eater	1702828	0.58	0	TRUE
eaves	449278	0	0	FALSE
ebbed	51173	0.00187746	0	TRUE
ebony	14831025	0.58	0	TRUE
ebook	9558308	0.507534	0	TRUE
ecads	27731	0	0	FALSE
echos	174213	0	0	FALSE
eclat	123738	0.519207	0	TRUE
edema	873634	0.560216	0	TRUE
edged	1568009	0.00187746	0	TRUE
edger	173335	0.403969	0	TRUE
pears	1105539	0	1	TRUE
edict	382916	0.58	0	TRUE
edify	69341	0.53403	0	TRUE
aches	1116644	0	1	TRUE
educe	0	0.0117792	0	TRUE
eerie	772484	0.58	0	TRUE
egads	41819	0	0	FALSE
eggar	29112	0	0	FALSE
egged	65964	0.00187746	0	TRUE
egger	156232	0	0	FALSE
egret	394773	0.554873	0	TRUE
eider	128336	0.45392	0	TRUE
eidos	538029	0	0	FALSE
eight	32567724	0.58	0	TRUE
eikon	18345	0	0	FALSE
eisel	18365	0	0	FALSE
eject	935010	0.58	0	TRUE
ejido	49671	0	0	FALSE
eking	26695	0.573521	0	TRUE
elain	17472	0	0	FALSE
eland	155343	0	0	FALSE
elate	16161	0.430413	0	TRUE
elbow	3484326	0.58	0	TRUE
elder	7299470	0.58	0	TRUE
eldin	28334	0	0	FALSE
elect	5748899	0.58	0	TRUE
elegy	295636	0.58	0	TRUE
elfin	168528	0.574532	0	TRUE
eliad	24261	0	0	FALSE
elide	23795	0.554352	0	TRUE
elint	21266	0	0	FALSE
elite	12673836	0.58	0	TRUE
eloge	27904	0	0	FALSE
elope	74984	0.554873	0	TRUE
elude	215496	0.58	0	TRUE
elute	39723	0	0	FALSE
elven	543019	0	0	FALSE
elves	1375481	0	0	TRUE
emacs	5697594	0	0	TRUE
email	443949646	0.58	0	TRUE
embar	23437	0	0	FALSE
embed	1217930	0.58	0	TRUE
ember	488846	0.58	0	TRUE
emcee	294621	0.560445	0	TRUE
emend	47283	0	0	FALSE
emerg	349219	0	0	FALSE
emery	1251050	0.516417	0	TRUE
nests	1141883	0	1	TRUE
emmas	18069	0	0	FALSE
emmer	71525	0	0	FALSE
emmet	439231	0	0	FALSE
emmys	127878	0	0	FALSE
emoji	0	0.58	0	TRUE
emote	168497	0.565332	0	TRUE
empts	24450	0	0	FALSE
empty	26206017	0.58	0	TRUE
emule	1826567	0	0	TRUE
enact	1263603	0.58	0	TRUE
enate	15204	0	0	FALSE
ended	32588866	0.00187746	0	TRUE
ender	568591	0	0	FALSE
endow	195844	0.578834	0	TRUE
enema	1329511	0.547374	0	TRUE
enemy	14084182	0.58	0	TRUE
enews	898806	0	0	FALSE
eniac	74400	0	0	FALSE
enjoy	50141455	0.58	0	TRUE
ennui	145576	0.58	0	TRUE
enoki	23208	0	0	FALSE
enorm	26155	0	0	FALSE
enrol	878274	0	0	FALSE
ensue	347067	0.58	0	TRUE
enter	119394206	0.58	0	TRUE
entry	80717798	0.58	0	TRUE
envoi	87197	0	0	FALSE
envoy	1574245	0.58	0	TRUE
eosin	81179	0	0	FALSE
epact	52857	0	0	FALSE
ephah	23285	0	0	FALSE
ephod	39569	0	0	FALSE
epics	462834	0	0	FALSE
epoch	1680235	0.58	0	TRUE
epoxy	1908076	0.573214	0	TRUE
equal	34832354	0.58	0	TRUE
equip	4044391	0.58	0	TRUE
erase	3086642	0.58	0	TRUE
erect	2057313	0.58	0	TRUE
ergon	100011	0	0	FALSE
ergot	101361	0	0	FALSE
erica	2307054	0	0	TRUE
erick	626971	0	0	FALSE
erics	45651	0	0	FALSE
ering	115156	0	0	FALSE
erned	13864	0	0	FALSE
erode	774411	0.58	0	TRUE
erred	943538	0.00187746	0	TRUE
error	89396475	0.58	0	TRUE
erupt	300083	0.58	0	TRUE
erven	23279	0	0	FALSE
esker	272809	0	0	FALSE
essay	11750312	0.58	0	TRUE
esses	74013	0	0	FALSE
ester	1581770	0.449842	0	TRUE
estop	14849	0	0	FALSE
estro	37611	0	0	FALSE
etage	41383	0	0	FALSE
etape	38928	0	0	FALSE
etats	337234	0	0	FALSE
ether	1877315	0.58	0	TRUE
ethic	1333320	0.58	0	TRUE
ethne	23360	0	0	FALSE
ethos	946491	0.58	0	TRUE
ethyl	1339385	0.538657	0	TRUE
etude	338721	0.556023	0	TRUE
overs	1143660	0	1	TRUE
evade	605626	0.58	0	TRUE
evens	223759	0	0	FALSE
event	125515260	0.58	0	TRUE
evert	249660	0.0117792	0	TRUE
every	189325890	0.58	0	TRUE
evict	211591	0.58	0	TRUE
altos	1143776	0	1	TRUE
evite	4214149	0	0	TRUE
evoke	804417	0.58	0	TRUE
ewers	48288	0	0	FALSE
exact	22304937	0.58	0	TRUE
exalt	193526	0.568736	0	TRUE
dudes	1144089	0	1	TRUE
excel	14133468	0.58	0	TRUE
gusts	1147366	0	1	TRUE
exeem	31485	0	0	FALSE
exert	1109622	0.58	0	TRUE
exies	96019	0	0	FALSE
exile	2801261	0.58	0	TRUE
exist	25349128	0.58	0	TRUE
idols	1147911	0	1	TRUE
exome	0	0	0	FALSE
exons	434997	0	0	FALSE
expat	2324561	0.58	0	TRUE
expel	467751	0.58	0	TRUE
pleas	1150940	0	1	TRUE
extol	149713	0.58	0	TRUE
extra	59377307	0.58	0	TRUE
exude	141931	0.58	0	TRUE
exult	151420	0.566331	0	TRUE
exurb	0	0.548421	0	TRUE
eying	31044	0.562342	0	TRUE
eyres	32122	0	0	FALSE
eyrie	57520	0	0	FALSE
ezine	3149621	0	0	TRUE
fable	1678751	0.58	0	TRUE
faced	9938155	0.00187746	0	TRUE
facer	53232	0	0	FALSE
bangs	1154062	0	1	TRUE
facet	1221287	0.58	0	TRUE
facia	351671	0	0	FALSE
facta	71109	0	0	FALSE
flaps	1163036	0	1	TRUE
faded	1899648	0.00187746	0	TRUE
fader	461088	0.403969	0	TRUE
slows	1163999	0	1	TRUE
faery	339469	0	0	FALSE
faggy	13682	0	0	FALSE
fagin	102331	0	0	FALSE
fagot	27790	0	0	FALSE
lures	1164163	0	1	TRUE
faine	23695	0	0	FALSE
faint	2565744	0.58	0	TRUE
licks	1166907	0	1	TRUE
fairy	6435300	0.58	0	TRUE
faith	35936559	0.58	0	TRUE
faked	444208	0.00187746	0	TRUE
faker	62739	0.538657	0	TRUE
colds	1175947	0	1	TRUE
fakie	33214	0	0	FALSE
fakir	68147	0.430413	0	TRUE
ticks	1184410	0	1	TRUE
false	0	0	0	FALSE
famed	1319098	0.58	0	TRUE
fames	77940	0	0	FALSE
fancy	8777135	0.58	0	TRUE
fango	19896	0	0	FALSE
fangs	347216	0	0	FALSE
fanon	90753	0	0	FALSE
faqir	14600	0	0	FALSE
farad	96545	0	0	FALSE
farce	727546	0.58	0	TRUE
fards	61736	0	0	FALSE
fared	454064	0.00187746	0	TRUE
zeros	1194886	0	1	TRUE
hanks	1199778	0	1	TRUE
faros	27882	0	0	FALSE
farro	14425	0	0	FALSE
farts	325011	0	0	FALSE
fasti	28179	0	0	FALSE
fasts	144307	0	0	FALSE
fatal	6779744	0.58	0	TRUE
fated	427996	0.00187746	0	TRUE
dumps	1200377	0	1	TRUE
fatso	78585	0	0	FALSE
fatty	5363547	0.58	0	TRUE
fatwa	347937	0.578083	0	TRUE
fault	13112664	0.58	0	TRUE
fauna	2298940	0.58	0	TRUE
fauns	76451	0	0	FALSE
fauve	26199	0	0	FALSE
faver	13674	0	0	FALSE
kites	1202129	0	1	TRUE
favor	11867822	0.58	0	TRUE
fawns	74673	0	0	FALSE
faxed	930853	0.00187746	0	TRUE
faxes	3386604	0	0	TRUE
fayed	67037	0	0	FALSE
fayer	17406	0	0	FALSE
fayre	249513	0	0	FALSE
fazed	102487	0.00187746	0	TRUE
feare	38620	0	0	FALSE
deans	1202452	0	1	TRUE
feast	4166016	0.58	0	TRUE
liars	1207786	0	1	TRUE
fecal	1032064	0.577529	0	TRUE
feces	639441	0.557469	0	TRUE
fecit	28147	0	0	FALSE
fedex	4153858	0	0	TRUE
yarns	1211638	0	1	TRUE
gurus	1217822	0	1	TRUE
feese	13589	0	0	FALSE
feign	116753	0.576844	0	TRUE
feint	86983	0.571736	0	TRUE
feist	351412	0	0	FALSE
felch	29748	0	0	FALSE
fella	639391	0.571996	0	TRUE
fells	252935	0	0	FALSE
felly	98609	0	0	FALSE
felon	392714	0.58	0	TRUE
felts	185685	0	0	FALSE
felty	28295	0	0	FALSE
femal	97346	0	0	FALSE
femme	2521124	0.547775	0	TRUE
femur	446209	0.574939	0	TRUE
fence	6796605	0.58	0	TRUE
fends	34209	0	0	FALSE
fenny	38897	0	0	FALSE
feral	897865	0.58	0	TRUE
feres	16519	0	0	FALSE
feria	214175	0	0	FALSE
fermi	789613	0	0	FALSE
wares	1218442	0	1	TRUE
ferny	88255	0	0	FALSE
ferry	9208954	0.58	0	TRUE
fesse	21134	0	0	FALSE
festa	580029	0	0	FALSE
fests	105297	0	0	FALSE
fetal	3127968	0.58	0	TRUE
fetch	2897593	0.58	0	TRUE
feted	72254	0.00187746	0	TRUE
fetes	110094	0	0	FALSE
fetid	75712	0.58	0	TRUE
fetus	1744267	0.58	0	TRUE
feuds	158477	0	0	FALSE
fever	8582665	0.58	0	TRUE
fewer	10792786	0.58	0	TRUE
fiber	15530318	0.58	0	TRUE
fibre	5134463	0	0	TRUE
fibro	103901	0	0	FALSE
fices	23311	0	0	FALSE
fiche	837884	0	0	FALSE
ficus	278867	0.562726	0	TRUE
fides	227901	0	0	FALSE
fiefs	22735	0	0	FALSE
field	135289140	0.58	0	TRUE
fiend	670385	0.58	0	TRUE
fiere	33598	0	0	FALSE
fiers	39852	0	0	FALSE
fiery	1838655	0.58	0	TRUE
fifer	41451	0	0	FALSE
fifes	21173	0	0	FALSE
fifth	16255266	0.58	0	TRUE
fifty	8133138	0.58	0	TRUE
figgy	28656	0	0	FALSE
fight	30784313	0.58	0	TRUE
fikes	35149	0	0	FALSE
filch	37497	0.520084	0	TRUE
filed	30718907	0.00187746	0	TRUE
filer	702264	0.551863	0	TRUE
solos	1222232	0	1	TRUE
filet	550472	0.58	0	TRUE
filii	31954	0	0	FALSE
fille	303542	0	0	FALSE
raids	1222441	0	1	TRUE
filly	499537	0.58	0	TRUE
filmi	70954	0	0	FALSE
barns	1223270	0	1	TRUE
filmy	657205	0.570297	0	TRUE
filth	2077997	0.58	0	TRUE
final	97649084	0.58	0	TRUE
finca	360811	0	0	FALSE
finch	1816047	0.554352	0	TRUE
gents	1239020	0	1	TRUE
fined	1620321	0.00187746	0	TRUE
finer	1455912	0.58	0	TRUE
maids	1253811	0	1	TRUE
finis	183173	0	0	FALSE
finks	30098	0	0	FALSE
finny	74417	0	0	FALSE
finos	15235	0	0	FALSE
fiord	88109	0	0	FALSE
fique	14495	0	0	FALSE
fired	8031937	0.00187746	0	TRUE
firer	26208	0	0	FALSE
quads	1254291	0	1	TRUE
hairs	1258412	0	1	TRUE
first	578161543	0.58	0	TRUE
firth	927276	0.0091988	0	TRUE
fishy	658490	0.58	0	TRUE
pings	1259320	0	1	TRUE
fisty	14154	0	0	FALSE
fitch	1518593	0	0	TRUE
fitly	39568	0	0	FALSE
fitts	123463	0	0	FALSE
fiver	141567	0	0	FALSE
fives	433791	0	0	FALSE
fixed	49215402	0.00187746	0	TRUE
fixer	554896	0.58	0	TRUE
fixes	7513516	0	0	TRUE
fixit	118592	0	0	FALSE
fizzy	194519	0.58	0	TRUE
fjeld	19150	0	0	FALSE
fjord	387543	0.566861	0	TRUE
flack	408860	0.563893	0	TRUE
claws	1260902	0	1	TRUE
flail	155382	0.58	0	TRUE
flair	1924190	0.58	0	TRUE
flake	847014	0.58	0	TRUE
flaky	442666	0.58	0	TRUE
flame	8527495	0.58	0	TRUE
flamm	42179	0	0	FALSE
flank	910609	0.58	0	TRUE
flans	21660	0	0	FALSE
memos	1286640	0	1	TRUE
flare	2190533	0.58	0	TRUE
flash	68391647	0.58	0	TRUE
flask	1150132	0.58	0	TRUE
crows	1294733	0	1	TRUE
flava	265029	0	0	FALSE
deems	1307732	0	1	TRUE
flays	19928	0	0	FALSE
cunts	1308527	0	1	TRUE
fleck	454043	0.548165	0	TRUE
fleer	502699	0	0	FALSE
flees	244621	0	0	FALSE
fleet	10364423	0.58	0	TRUE
flesh	6768724	0.58	0	TRUE
fleur	1056974	0	0	TRUE
flexi	756518	0	0	FALSE
flexo	176393	0	0	FALSE
flick	2226500	0.58	0	TRUE
flics	97473	0	0	FALSE
flied	858118	0.00187746	0	TRUE
flier	542812	0.58	0	TRUE
flies	4894680	0	0	TRUE
flims	74117	0	0	FALSE
fling	682999	0.58	0	TRUE
flint	3230800	0.566731	0	TRUE
hunts	1310081	0	1	TRUE
flirt	1817719	0.58	0	TRUE
flite	442097	0	0	FALSE
flits	40623	0	0	FALSE
float	8808655	0.58	0	TRUE
flock	2585098	0.58	0	TRUE
flocs	15523	0	0	FALSE
floes	47050	0	0	FALSE
flogs	23265	0	0	FALSE
flood	13979267	0.58	0	TRUE
floor	53759851	0.58	0	TRUE
chops	1312600	0	1	TRUE
flora	4756211	0.58	0	TRUE
flory	140569	0	0	FALSE
floss	1013783	0.58	0	TRUE
flour	5162842	0.58	0	TRUE
flout	72396	0.58	0	TRUE
flown	1749635	0.58	0	TRUE
seams	1323885	0	1	TRUE
flowy	14742	0.542121	0	TRUE
flubs	53909	0	0	FALSE
flues	79163	0	0	FALSE
fluff	814535	0.58	0	TRUE
fluid	12943336	0.58	0	TRUE
fluke	1168887	0.58	0	TRUE
fluky	0	0.563547	0	TRUE
flume	173970	0.518305	0	TRUE
flung	838045	0.58	0	TRUE
flunk	79790	0.58	0	TRUE
fluor	327545	0	0	FALSE
flush	5625285	0.58	0	TRUE
flute	4090740	0.58	0	TRUE
flyby	188696	0.565984	0	TRUE
flyer	5718564	0.577063	0	TRUE
flyte	47235	0	0	FALSE
foals	382728	0	0	FALSE
foams	351933	0	0	FALSE
foamy	226531	0.575134	0	TRUE
focal	5844761	0.58	0	TRUE
focus	65626732	0.58	0	TRUE
foehn	0	0	0	FALSE
fogey	69046	0.50057	0	TRUE
foggy	704386	0.58	0	TRUE
fogle	101746	0	0	FALSE
lambs	1339048	0	1	TRUE
foist	55908	0.569932	0	TRUE
thugs	1343168	0	1	TRUE
foley	2314106	0	0	TRUE
folia	169908	0	0	FALSE
folic	1050468	0.563458	0	TRUE
folie	185419	0	0	FALSE
folio	1842202	0.553627	0	TRUE
totes	1344312	0	1	TRUE
folky	161177	0.576674	0	TRUE
folly	1367992	0.58	0	TRUE
fonda	997617	0	0	FALSE
wipes	1350866	0	1	TRUE
fondu	41338	0	0	FALSE
fones	56983	0	0	FALSE
raves	1368538	0	1	TRUE
rites	1388265	0	1	TRUE
foody	40829	0	0	FALSE
cuffs	1408615	0	1	TRUE
foots	90698	0	0	FALSE
footy	512263	0	0	FALSE
foram	200416	0	0	FALSE
foray	499808	0.58	0	TRUE
forbs	103746	0	0	FALSE
force	79199815	0.58	0	TRUE
fords	386914	0	0	FALSE
forel	56728	0	0	FALSE
fores	105776	0	0	FALSE
forex	3977390	0	0	TRUE
forge	5226805	0.58	0	TRUE
forgo	340426	0.58	0	TRUE
hymns	1409831	0	1	TRUE
forme	544011	0	0	FALSE
hoses	1416325	0	1	TRUE
forte	1795408	0.58	0	TRUE
forth	20149609	0.58	0	TRUE
spins	1421064	0	1	TRUE
forty	7415064	0.58	0	TRUE
forum	254478181	0.58	0	TRUE
forza	444920	0	0	FALSE
forze	16078	0	0	FALSE
fossa	205501	0	0	FALSE
fosse	228402	0	0	FALSE
foule	23875	0	0	FALSE
cribs	1423971	0	1	TRUE
found	232005894	0.58	0	TRUE
fount	135738	0.569743	0	TRUE
moods	1437510	0	1	TRUE
fouth	20702	0	0	FALSE
fovea	71302	0	0	FALSE
fowls	147855	0	0	FALSE
foxed	54921	0	0	FALSE
foxes	801589	0	0	FALSE
foxie	18525	0	0	FALSE
foyer	1042532	0.58	0	TRUE
foyle	197311	0	0	FALSE
frack	25385	0.51543	0	TRUE
fract	36618	0	0	FALSE
frags	167627	0	0	FALSE
frail	696174	0.58	0	TRUE
frame	46079991	0.58	0	TRUE
franc	4916960	0.58	0	TRUE
frank	31392284	0.58	0	TRUE
fraps	76522	0	0	FALSE
frass	17220	0	0	FALSE
frate	24184	0	0	FALSE
frati	21465	0	0	FALSE
frats	26636	0	0	FALSE
fraud	15378751	0.58	0	TRUE
frays	17669	0	0	FALSE
freak	3908219	0.58	0	TRUE
freed	2683280	0.58	0	TRUE
freer	534734	0.58	0	TRUE
abbas	1437558	0	1	TRUE
freet	14425	0	0	FALSE
fremd	22321	0	0	FALSE
freon	178783	0	0	FALSE
frere	176281	0	0	FALSE
fresh	38781893	0.58	0	TRUE
frets	327989	0	0	FALSE
friar	422181	0.568946	0	TRUE
fried	4364192	0.58	0	TRUE
frier	29815	0	0	FALSE
fries	2119656	0	0	TRUE
frill	99652	0.557378	0	TRUE
frise	203691	0.542818	0	TRUE
frisk	152512	0.58	0	TRUE
frist	1284684	0	0	TRUE
frith	584571	0	0	FALSE
frits	120455	0	0	FALSE
fritz	2309089	0.552473	0	TRUE
frizz	128481	0.546827	0	TRUE
frock	185379	0.58	0	TRUE
riots	1463036	0	1	TRUE
frond	86555	0.54446	0	TRUE
front	100886343	0.58	0	TRUE
frosh	248077	0.386817	0	TRUE
frost	5940685	0.58	0	TRUE
froth	278469	0.58	0	TRUE
frown	742356	0.58	0	TRUE
froze	594804	0.58	0	TRUE
frugs	17289	0	0	FALSE
fruit	22767191	0.58	0	TRUE
frump	17084	0.50057	0	TRUE
frush	62180	0	0	FALSE
fryer	866546	0.575927	0	TRUE
fubar	171893	0	0	FALSE
cures	1489176	0	1	TRUE
fucus	55113	0	0	FALSE
fuddy	46030	0	0	FALSE
fudge	1969555	0.58	0	TRUE
fudgy	42078	0.558213	0	TRUE
heirs	1489908	0	1	TRUE
fugal	30257	0.538235	0	TRUE
fugly	117114	0	0	FALSE
fugue	400733	0.579093	0	TRUE
fulls	23358	0	0	FALSE
fully	48616832	0.58	0	TRUE
fumed	109154	0.00187746	0	TRUE
fumer	16052	0	0	FALSE
fumes	956671	0	0	FALSE
fundi	27189	0	0	FALSE
hikes	1491709	0	1	TRUE
fundy	234370	0	0	FALSE
fungi	2000715	0.58	0	TRUE
fungo	41280	0.526964	0	TRUE
funks	21067	0	0	FALSE
funky	5587279	0.58	0	TRUE
funny	34281806	0.58	0	TRUE
furan	96177	0	0	FALSE
furor	177433	0.58	0	TRUE
furry	1887389	0.58	0	TRUE
furth	83270	0	0	FALSE
furze	48262	0	0	FALSE
fused	1359038	0.00187746	0	TRUE
fusee	41659	0	0	FALSE
vents	1493908	0	1	TRUE
fusil	13517	0	0	FALSE
fussy	435961	0.58	0	TRUE
fusty	14545	0.576954	0	TRUE
futon	1278430	0.574558	0	TRUE
fuzes	14886	0	0	FALSE
fuzzy	5241931	0.58	0	TRUE
gabba	761144	0	0	FALSE
gabby	336756	0.547641	0	TRUE
gable	790611	0.560331	0	TRUE
gaddi	27337	0	0	FALSE
gades	22004	0	0	FALSE
gadis	77158	0	0	FALSE
gadjo	15707	0	0	FALSE
gaffe	132748	0.58	0	TRUE
gaffs	36976	0	0	FALSE
gaged	43017	0	0	FALSE
gager	22394	0	0	FALSE
gages	395070	0	0	FALSE
gaily	131276	0.568575	0	TRUE
bumps	1501221	0	1	TRUE
gaita	16673	0	0	FALSE
gaits	68049	0	0	FALSE
galah	17753	0	0	FALSE
galas	150294	0	0	FALSE
galax	171399	0	0	FALSE
galea	84109	0	0	FALSE
gales	388808	0	0	FALSE
galls	296535	0	0	FALSE
gally	44736	0	0	FALSE
galop	40586	0	0	FALSE
gamay	45134	0	0	FALSE
gamba	161217	0	0	FALSE
gambe	14580	0	0	FALSE
gambo	21101	0	0	FALSE
gamed	90910	0.00187746	0	TRUE
gamer	3144985	0.58	0	TRUE
coils	1503707	0	1	TRUE
gamey	31934	0.536461	0	TRUE
gamin	141727	0	0	FALSE
gamma	35426622	0.572105	0	TRUE
gamme	116430	0	0	FALSE
gamut	553397	0.58	0	TRUE
gandy	227271	0	0	FALSE
snaps	1512455	0	1	TRUE
ganja	240308	0	0	FALSE
gants	53220	0	0	FALSE
gaols	15170	0	0	FALSE
gaped	67468	0.00187746	0	TRUE
gaper	29551	0	0	FALSE
gapes	90458	0	0	FALSE
garbe	31214	0	0	FALSE
garbo	226734	0	0	FALSE
garbs	37010	0	0	FALSE
garda	866274	0	0	FALSE
garis	42928	0	0	FALSE
garni	173084	0	0	FALSE
garth	2176273	0	0	TRUE
gases	4277836	0	0	TRUE
gasps	203961	0	0	FALSE
gassy	63283	0.551443	0	TRUE
gatch	13148	0	0	FALSE
gated	1426083	0.58	0	TRUE
gater	38694	0	0	FALSE
combs	1515329	0	1	TRUE
gator	1536519	0.58	0	TRUE
gauch	17474	0	0	FALSE
gaudy	248813	0.58	0	TRUE
gauge	9952466	0.58	0	TRUE
gault	215308	0	0	FALSE
gaunt	338487	0.58	0	TRUE
gauss	798776	0	0	FALSE
gauze	556178	0.58	0	TRUE
gauzy	43269	0.58	0	TRUE
gavel	352668	0.58	0	TRUE
gawky	31136	0.576936	0	TRUE
gayer	62075	0.517376	0	TRUE
gayly	29264	0.0202959	0	TRUE
gazal	13226	0	0	FALSE
gazed	555917	0.00187746	0	TRUE
gazer	129741	0.481494	0	TRUE
gazes	156793	0	0	FALSE
gazon	26247	0	0	FALSE
docks	1534076	0	1	TRUE
geats	14738	0	0	FALSE
gecko	1230211	0.560099	0	TRUE
cones	1538688	0	1	TRUE
geeky	987806	0.58	0	TRUE
geese	1299115	0.58	0	TRUE
geest	56760	0	0	FALSE
geist	415207	0	0	FALSE
gelee	31457	0	0	FALSE
gelly	26858	0	0	FALSE
gemma	608694	0	0	FALSE
gemmy	53707	0	0	FALSE
leafs	1545582	0	1	TRUE
genet	1332113	0	0	TRUE
genic	65795	0	0	FALSE
genie	1627726	0.58	0	TRUE
genii	72886	0	0	FALSE
genny	157335	0	0	FALSE
genoa	1548016	0	0	TRUE
genom	147512	0	0	FALSE
genre	22344091	0.58	0	TRUE
molds	1552621	0	1	TRUE
genua	29699	0	0	FALSE
genus	4275567	0	0	TRUE
geode	166060	0.519207	0	TRUE
geoid	102915	0	0	FALSE
gerbe	50674	0	0	FALSE
reefs	1553553	0	1	TRUE
germy	0	0.50057	0	TRUE
gesso	88099	0	0	FALSE
geste	47991	0	0	FALSE
gests	62994	0	0	FALSE
getup	23481	0.537365	0	TRUE
geyer	241654	0	0	FALSE
ghast	159837	0	0	FALSE
ghats	89465	0	0	FALSE
ghaut	16083	0	0	FALSE
ghazi	241650	0	0	FALSE
ghost	14490042	0.58	0	TRUE
ghoul	247064	0.555541	0	TRUE
